annee,adresse,nb_logements,dept,conso_totale_kwh,conso_par_logement_kwh,code_iris,nom_commune,lat,lon,score,ban_id,classe_dpe_modale,nb_dpe,surface_med,pct_elec_chauffage,conso_5_usages_par_m2_med,conso_reelle_par_m2,conso_estimee_med,ecart_estime_vs_reel,ecart_pct
2021,61 BOULEVARD DE SEBASTOPOL,20,75.0,45724.0,2286.2,751010201,Paris,48.863111,2.350552,0.9642363636363634,75101_8894_00061,D,1,40.5,100.0,114.0,56.44938271604938,4617.0,2330.8,102.0
2022,43 RUE DU SIMPLON,13,75.0,53225.0,4094.230769230769,751187020,Paris,48.894284,2.348184,0.97778,75118_8986_00043,D,1,35.6,100.0,103.0,115.00648228176317,3666.8,-427.4307692307689,-10.4
2023,315 RUE DU FAUBOURG SAINT ANTOINE,38,75.0,40036.0,1053.578947368421,751114402,Paris,48.848898,2.393431,0.9810545454545452,75111_3514_00315,D,1,48.7,0.0,172.0,21.634064627688314,8376.4,7322.821052631579,695.0
2024,17 RUE CHRISTIANI,32,75.0,94561.0,2955.03125,751187001,Paris,48.886139,2.34797,0.9734972727272728,75118_2027_00017,E,1,16.3,100.0,173.5,181.2902607361963,2828.05,-126.98124999999982,-4.3
2024,9 RUE CIVIALE,29,75.0,70163.0,2419.4137931034484,751104001,Paris,48.872602,2.375348,0.969361818181818,75110_2059_00009,F,1,39.6,100.0,219.0,61.09630790665273,8672.4,6252.986206896551,258.5
2022,9 RUE DU SQUARE CARPEAUX,36,75.0,29310.0,814.1666666666666,751186917,Paris,48.892419,2.332652,0.9730836363636364,75118_9064_00009,F,1,16.8,0.0,360.0,48.46230158730158,6048.0,5233.833333333333,642.8
2021,56 RUE DE SEVRES,16,75.0,73682.0,4605.125,751072701,Paris,48.833805,2.228557,0.9788327272727272,92012_8555_00056,E,1,80.9,0.0,233.0,56.92367119901112,18849.7,14244.575,309.3
2022,43 RUE DU TELEGRAPHE,16,75.0,18252.0,1140.75,751207816,Paris,48.874401,2.39901,0.977250909090909,75120_9188_00043,D,1,20.4,100.0,143.0,55.919117647058826,2917.2,1776.4499999999998,155.7
2019,196 RUE DES PYRENEES,24,75.0,86994.0,3624.75,751207903,Paris,48.863857,2.399463,0.9865472727272726,75120_7904_00196,D,1,57.6,100.0,109.0,62.9296875,6278.400000000001,2653.6500000000005,73.2
2019,181 RUE DES PYRENEES,43,75.0,124906.0,2904.7906976744184,751207905,Paris,48.860799,2.400385,0.9865472727272726,75120_7904_00181,F,1,31.0,100.0,205.0,93.70292573143286,6355.0,3450.2093023255816,118.8
2019,158 RUE DES PYRENEES,24,75.0,97118.0,4046.5833333333335,751207902,Paris,48.860312,2.401044,0.9865472727272726,75120_7904_00158,D,1,25.9,100.0,125.0,156.23873873873876,3237.5,-809.0833333333335,-20.0
2023,146 RUE DU FAUBOURG SAINT DENIS,20,75.0,36654.0,1832.7,751103703,Paris,48.877978,2.356594,0.9803390909090908,75110_3516_00146,E,1,117.0,100.0,230.0,15.664102564102565,26910.0,25077.3,1368.3
2019,89 A RUE DES PYRENEES,65,75.0,258929.0,3983.5230769230766,751208013,Paris,48.854243,2.404984,0.8566771428571427,75120_7904_00089_a,E,1,35.3,100.0,164.0,112.84767923294835,5789.2,1805.6769230769232,45.3
2022,8 RUE DU TEXEL,28,75.0,172618.0,6164.928571428572,751145624,Paris,48.836845,2.319762,0.97538,75114_9224_00008,C,2,59.599999999999994,0.0,106.0,103.43839884947269,6317.599999999999,152.6714285714279,2.5
2023,71 RUE DU FAUBOURG SAINT MARTIN,31,75.0,76854.0,2479.1612903225805,751103906,Paris,48.872197,2.357285,0.98071,75110_3522_00071,G,1,27.6,100.0,340.0,89.82468443197754,9384.0,6904.8387096774195,278.5
2022,5 SQUARE DU THIMERAIS,27,75.0,33496.0,1240.5925925925926,751176614,Paris,48.887637,2.296983,0.9709081818181816,75117_9279_00005,E,1,27.0,0.0,295.0,45.94787379972565,7965.0,6724.407407407407,542.0
2023,51 RUE DU FAUBOURG SAINT MARTIN,23,75.0,76022.0,3305.304347826087,751103906,Paris,48.871181,2.356684,0.98071,75110_3522_00051,D,1,28.0,100.0,109.0,118.04658385093168,3052.0,-253.304347826087,-7.7
2020,190 RUE DE VAUGIRARD,26,75.0,74941.0,2882.346153846154,751155807,Paris,48.841795,2.308653,0.9863381818181818,75115_9624_00190,E,1,34.4,100.0,137.0,83.78913237924866,4712.8,1830.4538461538464,63.5
2019,13 RUE DES SABLONS,14,75.0,25550.0,1825.0,751166301,Paris,48.865997,2.283763,0.9754372727272728,75116_8450_00013,E,1,28.5,0.0,276.0,64.03508771929825,7866.0,6041.0,331.0
2021,23 RUE DE TLEMCEN,80,75.0,126983.0,1587.2875,751207908,Paris,48.865241,2.388783,0.976170909090909,75120_9328_00023,C,1,55.0,0.0,152.0,28.859772727272727,8360.0,6772.7125,426.7
2023,184 B RUE DU FAUBOURG SAINT MARTIN,11,75.0,51360.0,4669.090909090909,751104008,Paris,48.87833,2.362139,0.9004960962566844,75110_3522_00184_b,D,1,,100.0,97.5,,,,
2020,373 B RUE DE VAUGIRARD,12,75.0,23414.0,1951.1666666666667,751155714,Paris,48.83627,2.294575,0.8623712396694214,75115_9624_00373_b,D,1,51.0,0.0,175.0,38.25816993464053,8925.0,6973.833333333333,357.4
2024,27 ALLEE COLETTE HEILBRONNER,28,75.0,61844.0,2208.714285714286,751176714,Paris,48.892516,2.309877,0.973230909090909,75117_2188_00027,C,1,113.0,0.0,105.0,19.546144121365362,11865.0,9656.285714285714,437.2
2022,1 RUE DUHESME,60,75.0,235539.0,3925.65,751186913,Paris,48.890328,2.336676,0.9804427272727272,75118_2974_00001,E,1,40.5,100.0,133.0,96.92962962962963,5386.5,1460.85,37.2
2020,70 AVENUE DE VERSAILLES,28,75.0,68417.0,2443.464285714286,751166117,Paris,48.846407,2.272441,0.9831563636363636,75116_9706_00070,D,1,108.1,0.0,219.0,22.603739923351394,23673.899999999998,21230.43571428571,868.9
2021,38 RUE DE TORCY,62,75.0,116376.0,1877.032258064516,751187204,Paris,48.891358,2.361952,0.9764463636363636,75118_9348_00038,E,1,20.6,0.0,243.0,91.11807077983087,5005.8,3128.767741935484,166.7
2024,2 PLACE CONSTANTIN PECQUEUR,30,75.0,41798.0,1393.2666666666669,751186911,Paris,48.889026,2.338305,0.9686972727272726,75118_2291_00002,F,1,32.4,100.0,197.0,43.00205761316873,6382.799999999999,4989.533333333333,358.1
2020,12 AVENUE DE VERZY,10,75.0,42393.0,4239.3,751176507,Paris,48.881599,2.288221,0.972851818181818,75117_9717_00012,F,1,10.8,100.0,285.0,392.52777777777777,3078.0,-1161.3000000000002,-27.4
2019,8 RUE DES WALLONS,25,75.0,101650.0,4066.0,751134907,Paris,48.838962,2.360337,0.9741890909090908,75113_9940_00008,E,1,49.8,100.0,143.0,81.64658634538154,7121.4,3055.3999999999996,75.1
2023,30 AVENUE DU GENERAL MICHEL BIZOT,15,75.0,23987.0,1599.1333333333334,751124602,Paris,48.833667,2.399668,0.9802481818181816,75112_4075_00030,D,1,73.7,0.0,181.0,21.697874265038443,13339.7,11740.566666666668,734.2
2022,24 RUE DURANTIN,26,75.0,68881.0,2649.269230769231,751186909,Paris,48.886222,2.336506,0.9773772727272728,75118_3029_00024,D,1,32.5,100.0,125.0,81.51597633136095,4062.5,1413.230769230769,53.3
2023,8 PASSAGE DU GENIE,19,75.0,51145.0,2691.842105263158,751124622,Paris,48.848698,2.389599,0.97356,75112_4094_00008,G,1,17.1,100.0,277.0,157.41766697445365,4736.700000000001,2044.8578947368428,76.0
2022,21 RUE DURET,20,75.0,66951.0,3347.55,751166407,Paris,48.87467,2.28595,0.9747181818181816,75116_3039_00021,E,1,35.0,0.0,270.0,95.64428571428572,9450.0,6102.45,182.3
2019,58 BOULEVARD DIDEROT,42,75.0,98725.0,2350.595238095238,751124801,Paris,48.846446,2.380238,0.9818963636363636,75112_2792_00058,E,1,21.3,100.0,156.2,110.35658394813323,3327.06,976.4647619047619,41.5
2023,6 CITE DU LABYRINTHE,29,75.0,82070.0,2830.0,751207907,Paris,48.867117,2.385631,0.9721690909090908,75120_5214_00006,D,1,25.8,100.0,115.0,109.68992248062015,2967.0,137.0,4.8
2019,92 RUE DIDOT,18,75.0,73171.0,4065.055555555556,751145608,Paris,48.828228,2.315696,0.9801754545454544,75114_2794_00092,D,1,26.0,100.0,126.0,156.34829059829062,3276.0,-789.0555555555561,-19.4
2020,3 RUE DE WATTIGNIES,109,75.0,346951.0,3183.0366972477063,751124611,Paris,48.836976,2.392129,0.9781981818181816,75112_9952_00003,D,1,12.8,100.0,170.8,248.67474197247705,2186.2400000000002,-996.7966972477061,-31.3
2022,16 RUE EDMOND ROGER,99,75.0,180961.0,1827.888888888889,751155904,Paris,48.845245,2.289536,0.9733281818181818,75115_3132_00016,E,1,42.0,0.0,282.0,43.52116402116402,11844.0,10016.111111111111,548.0
2019,54 RUE DOMBASLE,25,75.0,64666.0,2586.64,751155716,Paris,48.835404,2.301433,0.9795654545454544,75115_2890_00054,D,1,30.0,100.0,106.0,86.22133333333333,3180.0,593.3600000000001,22.9
2019,44 RUE DOMBASLE,32,75.0,80528.0,2516.5,751155715,Paris,48.83554,2.299987,0.9795654545454544,75115_2890_00044,E,1,41.7,0.0,212.0,60.34772182254196,8840.400000000001,6323.9000000000015,251.3
2020,8 RUE DELAMBRE,24,75.0,59420.0,2475.833333333333,751145307,Paris,48.841843,2.328601,0.9749754545454544,75114_2657_00008,G,1,23.5,100.0,338.0,105.354609929078,7943.0,5467.166666666667,220.8
2020,9 SQUARE DELAMBRE,25,75.0,43910.0,1756.4,751145308,Paris,48.840933,2.327534,0.9695381818181816,75114_2658_00009,F,1,50.4,100.0,179.0,34.849206349206355,9021.6,7265.200000000001,413.6
2020,5 SQUARE DELAMBRE,27,75.0,51173.0,1895.2962962962963,751145308,Paris,48.841198,2.327451,0.9695381818181816,75114_2658_00005,E,1,48.6,100.0,166.0,38.997866178936135,8067.6,6172.303703703704,325.7
2023,151 AVENUE DU MAINE,38,75.0,96402.0,2536.894736842105,751145622,Paris,48.833713,2.324731,0.9812499999999998,75114_5922_00151,G,1,18.3,100.0,261.0,138.62812769628988,4776.3,2239.405263157895,88.3
2020,6 T BOULEVARD DELESSERT,19,75.0,52432.0,2759.5789473684213,751166221,Paris,48.858927,2.285481,0.8538192885375493,75116_2674_00006_t,D,1,34.7,100.0,117.0,79.52677081753374,4059.9000000000005,1300.3210526315793,47.1
2021,190 RUE DE VAUGIRARD,26,75.0,83022.0,3193.153846153846,751155807,Paris,48.841795,2.308653,0.9863381818181818,75115_9624_00190,E,1,34.4,100.0,137.0,92.8242397137746,4712.8,1519.646153846154,47.6
2021,373 B RUE DE VAUGIRARD,12,75.0,36036.0,3003.0,751155714,Paris,48.83627,2.294575,0.8623712396694214,75115_9624_00373_b,D,1,51.0,0.0,175.0,58.88235294117647,8925.0,5922.0,197.2
2022,83 AVENUE EMILE ZOLA,20,75.0,43488.0,2174.4,751155906,Paris,48.84672,2.287415,0.9826190909090908,75115_3266_00083,F,1,52.5,0.0,390.6,41.417142857142856,20506.5,18332.1,843.1
2021,70 AVENUE DE VERSAILLES,28,75.0,45585.0,1628.0357142857142,751166117,Paris,48.846407,2.272441,0.9831563636363636,75116_9706_00070,D,1,108.1,0.0,219.0,15.06045989163473,23673.899999999998,22045.864285714284,1354.1
2019,16 RUE DU BUISSON SAINT LOUIS,83,75.0,215333.0,2594.373493975904,751104001,Paris,48.872419,2.373762,0.9720572727272728,75110_1379_00016,E,1,,100.0,144.0,,,,
2021,12 AVENUE DE VERZY,10,75.0,36383.0,3638.3,751176507,Paris,48.881599,2.288221,0.972851818181818,75117_9717_00012,F,1,10.8,100.0,285.0,336.8796296296296,3078.0,-560.3000000000002,-15.4
2019,48 PASSAGE DU BUREAU,44,75.0,110959.0,2521.7954545454545,751114410,Paris,48.853572,2.394006,0.9779327272727272,75111_1uzdgb_00048,C,1,18.6,100.0,113.0,135.58040078201367,2101.8,-419.9954545454543,-16.7
2024,29 QUAI D ANJOU,14,75.0,81936.0,5852.571428571428,751041601,Paris,48.852189,2.357673,0.9646990909090908,75104_0350_00029,E,1,,100.0,164.7,,,,
2023,9 RUE DU MOULIN DES PRES,21,75.0,46274.0,2203.5238095238096,751135123,Paris,48.829598,2.352888,0.97979,75113_6594_00009,D,1,19.9,100.0,155.0,110.72983967456331,3084.5,880.9761904761904,40.0
2019,8 RUE DU CAPITAINE MADON,10,75.0,33779.0,3377.9,751186906,Paris,48.890057,2.327771,0.9740545454545454,75118_1504_00008,D,1,37.8,100.0,127.0,89.36243386243387,4800.599999999999,1422.6999999999994,42.1
2021,40 COURS DE VINCENNES,17,75.0,47048.0,2767.529411764706,751124514,Paris,48.847421,2.402424,0.9771972727272724,75112_9850_00040,E,1,36.4,0.0,252.0,76.03102779573368,9172.8,6405.270588235293,231.4
2024,134 RUE D ASSAS,57,75.0,66009.0,1158.0526315789473,751062301,Paris,48.841215,2.335799,0.9744027272727273,75106_0499_00134,D,1,29.0,0.0,245.5,39.93284936479129,7119.5,5961.4473684210525,514.8
2022,22 RUE EUGENE JUMIN,44,75.0,126904.0,2884.181818181818,751197521,Paris,48.88767,2.392381,0.9746681818181818,75119_3417_00022,E,1,36.1,100.0,160.0,79.89423319063208,5776.0,2891.818181818182,100.3
2024,36 RUE D AUBERVILLIERS,37,75.0,103452.0,2796.0,751197307,Paris,48.88608,2.366439,0.9825354545454544,75119_0517_00036,E,1,29.9,100.0,166.0,93.51170568561874,4963.4,2167.3999999999996,77.5
2020,2 RUE DES BATIGNOLLES,62,75.0,141047.0,2274.951612903226,751176702,Paris,48.883261,2.323845,0.977431818181818,75117_0720_00002,E,1,29.5,100.0,169.0,77.11700382722799,4985.5,2710.548387096774,119.1
2022,32 RUE EUGENE SUE,13,75.0,32210.0,2477.692307692308,751187014,Paris,48.89146,2.34833,0.9751381818181816,75118_3440_00032,E,1,43.6,100.0,162.0,56.82780522230064,7063.2,4585.507692307692,185.1
2021,3 RUE DE WATTIGNIES,110,75.0,371224.0,3374.7636363636366,751124611,Paris,48.836976,2.392129,0.9781981818181816,75112_9952_00003,D,1,12.8,100.0,170.8,263.65340909090907,2186.2400000000002,-1188.5236363636363,-35.2
2022,13 BOULEVARD EXELMANS,27,75.0,28643.0,1060.851851851852,751166102,Paris,48.840123,2.265866,0.9808881818181818,75116_3465_00013,C,1,,0.0,137.0,,,,
2021,8 RUE DELAMBRE,24,75.0,57376.0,2390.6666666666665,751145307,Paris,48.841843,2.328601,0.9749754545454544,75114_2657_00008,G,1,23.5,100.0,338.0,101.7304964539007,7943.0,5552.333333333334,232.3
2021,9 SQUARE DELAMBRE,25,75.0,44753.0,1790.12,751145308,Paris,48.840933,2.327534,0.9695381818181816,75114_2658_00009,F,1,50.4,100.0,179.0,35.518253968253966,9021.6,7231.4800000000005,404.0
2021,5 SQUARE DELAMBRE,27,75.0,57948.0,2146.222222222222,751145308,Paris,48.841198,2.327451,0.9695381818181816,75114_2658_00005,E,1,48.6,100.0,166.0,44.16095107453132,8067.6,5921.377777777778,275.9
2020,13 RUE DES CANETTES,23,75.0,78520.0,3413.913043478261,751062203,Paris,48.852106,2.333755,0.9672936363636362,75106_1486_00013,C,1,22.9,100.0,84.0,149.07917220429087,1923.6,-1490.313043478261,-43.7
2019,109 RUE DU CHERCHE MIDI,68,75.0,104764.0,1540.6470588235295,751062306,Paris,48.846161,2.320351,0.97461,75106_1978_00109,D,1,42.6,0.0,170.6,36.16542391604529,7267.56,5726.912941176471,371.7
2021,6 T BOULEVARD DELESSERT,19,75.0,47551.0,2502.684210526316,751166221,Paris,48.858927,2.285481,0.8538192885375493,75116_2674_00006_t,D,1,34.7,100.0,117.0,72.12346428029728,4059.9000000000005,1557.2157894736847,62.2
2019,9 RUE DU CHEVALERET,100,75.0,303743.0,3037.43,751135013,Paris,48.825799,2.378078,0.9831936363636362,75113_1990_00009,E,26,42.5,0.0,271.0,71.46894117647058,11517.5,8480.07,279.2
2022,6 PLACE FELIX EBOUE,48,75.0,145123.0,3023.395833333333,751124610,Paris,48.839187,2.395656,0.9705536363636365,75112_3551_00006,D,1,17.5,100.0,150.4,172.76547619047616,2632.0,-391.39583333333303,-12.9
2020,123 RUE DES DAMES,42,75.0,131349.0,3127.3571428571427,751176707,Paris,48.882503,2.316584,0.9806536363636362,75117_2523_00123,E,1,29.9,100.0,183.0,104.59388437649307,5471.7,2344.342857142857,75.0
2020,104 RUE DES DAMES,26,75.0,87913.0,3381.269230769231,751176709,Paris,48.882688,2.316821,0.9806536363636362,75117_2523_00104,C,1,36.5,0.0,134.0,92.63751317175975,4891.0,1509.730769230769,44.6
2020,60 RUE DES DAMES,33,75.0,83959.0,2544.212121212121,751176706,Paris,48.883692,2.320636,0.9806536363636362,75117_2523_00060,C,1,52.3,0.0,109.0,48.646503273654325,5700.7,3156.487878787879,124.1
2019,8 RUE DU COMMANDEUR,13,75.0,15267.0,1174.3846153846157,751145510,Paris,48.828487,2.331513,0.973771818181818,75114_2241_00008,G,1,34.5,0.0,522.3,34.040133779264224,18019.35,16844.96538461538,1434.4
2023,43 RUE DU SIMPLON,14,75.0,53173.0,3798.071428571429,751187020,Paris,48.894284,2.348184,0.97778,75118_8986_00043,D,1,35.6,100.0,103.0,106.68739967897272,3666.8,-131.27142857142871,-3.5
2024,99 RUE DAMREMONT,18,75.0,56575.0,3143.055555555556,751186921,Paris,48.894753,2.337044,0.9820509090909092,75118_2534_00099,F,1,96.0,0.0,370.0,32.740162037037045,35520.0,32376.944444444445,1030.1
2023,9 RUE DU SQUARE CARPEAUX,36,75.0,27738.0,770.5,751186917,Paris,48.892419,2.332652,0.9730836363636364,75118_9064_00009,F,1,16.8,0.0,360.0,45.863095238095234,6048.0,5277.5,684.9
2020,44 RUE DES ENVIERGES,16,75.0,19235.0,1202.1875,751207704,Paris,48.872309,2.38814,0.9771627272727272,75120_3293_00044,E,1,30.0,0.0,313.0,40.072916666666664,9390.0,8187.8125,681.1
2020,39 RUE DES ENVIERGES,37,75.0,93479.0,2526.45945945946,751207711,Paris,48.872701,2.388819,0.9771627272727272,75120_3293_00039,D,1,16.7,100.0,137.0,151.28499757242275,2287.9,-238.55945945945996,-9.4
2022,5 VILLA FLORE,13,75.0,39985.0,3075.769230769231,751166119,Paris,48.849973,2.266176,0.96801,75116_3678_00005,F,1,25.7,0.0,334.0,119.67973660580665,8583.8,5508.030769230769,179.1
2023,43 RUE DU TELEGRAPHE,16,75.0,18933.0,1183.3125,751207816,Paris,48.874401,2.39901,0.977250909090909,75120_9188_00043,D,1,20.4,100.0,143.0,58.005514705882355,2917.2,1733.8874999999998,146.5
2019,62 RUE DU DESSOUS DES BERGES,27,75.0,54808.0,2029.9259259259256,751135014,Paris,48.827793,2.373717,0.9803254545454544,75113_2756_00062,E,23,30.0,0.0,267.0,67.66419753086419,8010.0,5980.074074074075,294.6
2024,69 B RUE DAMREMONT,23,75.0,89306.0,3882.869565217392,751186917,Paris,48.8925,2.335445,0.8305357575757575,75118_2534_00069_b,D,2,18.950000000000003,100.0,176.5,204.90076861305496,3344.6750000000006,-538.1945652173913,-13.9
2021,2 RUE DES BATIGNOLLES,64,75.0,183477.0,2866.828125,751176702,Paris,48.883261,2.323845,0.977431818181818,75117_0720_00002,E,1,29.5,100.0,169.0,97.18061440677967,4985.5,2118.671875,73.9
2022,5 RUE FONDARY,19,75.0,53151.0,2797.4210526315787,751155910,Paris,48.848824,2.2915,0.9809372727272728,75115_3705_00005,D,1,30.0,100.0,131.0,93.24736842105263,3930.0,1132.5789473684213,40.5
2019,30 AVENUE DU DOCTEUR ARNOLD NETTER,15,75.0,26547.0,1769.8,751124509,Paris,48.843001,2.405427,0.9788836363636364,75112_2816_00030,E,1,54.4,100.0,153.0,32.533088235294116,8323.199999999999,6553.399999999999,370.3
2022,20 PASSAGE FOUBERT,48,75.0,57689.0,1201.8541666666667,751135112,Paris,48.82491,2.35323,0.9736745454545456,75113_3755_00020,D,1,49.1,0.0,172.0,24.47768160217244,8445.2,7243.345833333334,602.7
2020,7 RUE DES FILLES DU CALVAIRE,51,75.0,117923.0,2312.2156862745096,751031002,Paris,48.86244,2.365279,0.965610909090909,75103_3643_00007,D,1,21.5,100.0,131.0,107.54491564067486,2816.5,504.2843137254904,21.8
2023,8 RUE DU TEXEL,28,75.0,160501.0,5732.178571428572,751145624,Paris,48.836845,2.319762,0.97538,75114_9224_00008,C,2,59.599999999999994,0.0,106.0,96.17749280920422,6317.599999999999,585.4214285714279,10.2
2019,11 RUE DU DOCTEUR FINLAY,24,75.0,38420.0,1600.8333333333333,751155919,Paris,48.852497,2.287892,0.9786463636363636,75115_2830_00011,D,1,65.3,0.0,180.0,24.515058703420113,11754.0,10153.166666666666,634.2
2019,23 RUE DU DOCTEUR HEULIN,34,75.0,96754.0,2845.705882352941,751176803,Paris,48.890296,2.323435,0.9756954545454544,75117_2840_00023,D,1,44.1,0.0,154.0,64.52847805788981,6791.400000000001,3945.6941176470596,138.7
2020,29 RUE DES FRANCS BOURGEOIS,34,75.0,104537.0,3074.6176470588234,751041403,Paris,48.85734,2.36137,0.9676390909090908,75104_3820_00029,E,1,35.0,100.0,147.0,87.84621848739495,5145.0,2070.3823529411766,67.3
2024,86 AVENUE DAUMESNIL,32,75.0,55358.0,1729.9375,751124705,Paris,48.843601,2.382628,0.9844736363636364,75112_2584_00086,C,1,109.7,0.0,153.0,15.769712853236099,16784.100000000002,15054.162500000002,870.2
2023,5 SQUARE DU THIMERAIS,27,75.0,30499.0,1129.5925925925926,751176614,Paris,48.887637,2.296983,0.9709081818181816,75117_9279_00005,E,1,27.0,0.0,295.0,41.83676268861454,7965.0,6835.407407407407,605.1
2019,5 RUE DU DOCTEUR PAQUELIN,17,75.0,69072.0,4063.058823529412,751207807,Paris,48.869191,2.402741,0.9705854545454544,75120_2864_00005,E,1,58.3,100.0,141.0,69.69226112400364,8220.3,4157.241176470587,102.3
2020,59 AVENUE DES GOBELINS,30,75.0,190272.0,6342.4,751134905,Paris,48.834188,2.35398,0.9776536363636364,75113_4209_00059,D,1,35.3,100.0,99.0,179.671388101983,3494.7,-2847.7,-44.9
2024,209 AVENUE DAUMESNIL,28,75.0,102832.0,3672.571428571429,751124608,Paris,48.838742,2.398495,0.9844736363636364,75112_2584_00209,G,1,43.2,0.0,388.0,85.01322751322752,16761.600000000002,13089.028571428573,356.4
2020,56 AVENUE DES GOBELINS,51,75.0,145861.0,2860.019607843137,751135201,Paris,48.833689,2.353696,0.9776536363636364,75113_4209_00056,E,1,22.3,100.0,160.0,128.25200035171017,3568.0,707.9803921568632,24.8
2021,13 RUE DES CANETTES,22,75.0,78233.0,3556.0454545454545,751062203,Paris,48.852106,2.333755,0.9672936363636362,75106_1486_00013,C,1,22.9,100.0,84.0,155.2858277094085,1923.6,-1632.4454545454546,-45.9
2019,137 RUE DU FAUBOURG DU TEMPLE,45,75.0,146518.0,3255.955555555556,751104001,Paris,48.871967,2.376479,0.9752081818181818,75110_3508_00137,E,2,22.6,100.0,194.0,144.06882989183876,4384.400000000001,1128.4444444444443,34.7
2019,22 RUE DU FAUBOURG DU TEMPLE,80,75.0,275836.0,3447.95,751114107,Paris,48.868426,2.366438,0.9765681818181816,75111_3508_00022,D,1,31.4,100.0,134.2,109.80732484076432,4213.879999999999,765.9299999999994,22.2
2024,16 RUE DAVAL,41,75.0,97793.0,2385.19512195122,751114312,Paris,48.854695,2.370867,0.9699536363636362,75111_2599_00016,F,1,16.7,100.0,255.0,142.82605520665987,4258.5,1873.3048780487802,78.5
2023,1 RUE DUHESME,60,75.0,229226.0,3820.433333333333,751186913,Paris,48.890328,2.336676,0.9804427272727272,75118_2974_00001,E,1,40.5,100.0,133.0,94.33168724279834,5386.5,1566.066666666667,41.0
2019,315 RUE DU FAUBOURG SAINT ANTOINE,47,75.0,52397.0,1114.8297872340424,751114402,Paris,48.848898,2.393431,0.9810545454545452,75111_3514_00315,D,1,48.7,0.0,172.0,22.89178207872777,8376.4,7261.570212765957,651.4
2021,60 RUE DES DAMES,34,75.0,80975.0,2381.6176470588234,751176706,Paris,48.883692,2.320636,0.9806536363636362,75117_2523_00060,C,1,52.3,0.0,109.0,45.53762231470026,5700.7,3319.0823529411764,139.4
2024,6 RUE DAVY,11,75.0,29964.0,2724.0,751176804,Paris,48.890843,2.325986,0.9768145454545452,75117_2610_00006,D,1,36.9,0.0,173.6,73.82113821138212,6405.839999999999,3681.8399999999992,135.2
2021,123 RUE DES DAMES,43,75.0,152000.0,3534.8837209302324,751176707,Paris,48.882503,2.316584,0.9806536363636362,75117_2523_00123,E,1,29.9,100.0,183.0,118.22353581706463,5471.7,1936.8162790697675,54.8
2021,104 RUE DES DAMES,27,75.0,82492.0,3055.259259259259,751176709,Paris,48.882688,2.316821,0.9806536363636362,75117_2523_00104,C,1,36.5,0.0,134.0,83.70573313039066,4891.0,1835.7407407407409,60.1
2022,135 AVENUE GAMBETTA,15,75.0,23508.0,1567.2,751207808,Paris,48.868931,2.401799,0.983211818181818,75120_3933_00135,C,1,97.3,0.0,121.0,16.106885919835563,11773.3,10206.099999999999,651.2
2020,42 RUE DES MARAICHERS,21,75.0,154609.0,7362.333333333333,751208007,Paris,48.850823,2.407427,0.9812372727272728,75120_5985_00042,C,1,44.5,100.0,94.2,165.44569288389513,4191.900000000001,-3170.4333333333325,-43.1
2020,18 RUE DES MARAICHERS,46,75.0,90173.0,1960.282608695652,751208002,Paris,48.849121,2.407781,0.9812372727272728,75120_5985_00018,D,1,,0.0,223.8,,,,
2019,146 RUE DU FAUBOURG SAINT DENIS,20,75.0,39436.0,1971.8,751103703,Paris,48.877978,2.356594,0.9803390909090908,75110_3516_00146,E,1,117.0,100.0,230.0,16.852991452991454,26910.0,24938.2,1264.7
2024,13 RUE DE BASSANO,46,75.0,132781.0,2886.543478260869,751166402,Paris,48.868909,2.297066,0.9738636363636364,75116_0703_00013,G,1,8.7,100.0,409.0,331.78660669665163,3558.2999999999997,671.7565217391307,23.3
2023,24 RUE DURANTIN,25,75.0,67148.0,2685.92,751186909,Paris,48.886222,2.336506,0.9773772727272728,75118_3029_00024,D,1,32.5,100.0,125.0,82.6436923076923,4062.5,1376.58,51.3
2020,34 RUE DES MARONITES,18,75.0,77360.0,4297.777777777777,751207706,Paris,48.868403,2.384504,0.976980909090909,75120_6116_00034,D,1,75.0,100.0,126.0,57.3037037037037,9450.0,5152.222222222223,119.9
2023,21 RUE DURET,19,75.0,54822.0,2885.368421052632,751166407,Paris,48.87467,2.28595,0.9747181818181816,75116_3039_00021,E,1,35.0,0.0,270.0,82.43909774436092,9450.0,6564.631578947368,227.5
2021,44 RUE DES ENVIERGES,16,75.0,19762.0,1235.125,751207704,Paris,48.872309,2.38814,0.9771627272727272,75120_3293_00044,E,1,30.0,0.0,313.0,41.170833333333334,9390.0,8154.875,660.2
2021,39 RUE DES ENVIERGES,36,75.0,89224.0,2478.4444444444443,751207711,Paris,48.872701,2.388819,0.9771627272727272,75120_3293_00039,D,1,16.7,100.0,137.0,148.40984697272123,2287.9,-190.54444444444425,-7.7
2024,1 BOULEVARD DE BELLEVILLE,50,75.0,164179.0,3283.58,751114101,Paris,48.867306,2.382504,0.9749472727272726,75111_0832_00001,E,1,37.9,100.0,160.0,86.63799472295514,6064.0,2780.42,84.7
2020,122 RUE DES MOINES,16,75.0,57152.0,3572.0,751176808,Paris,48.893417,2.323453,0.9802454545454544,75117_6401_00122,G,1,23.9,100.0,277.0,149.4560669456067,6620.299999999999,3048.2999999999993,85.3
