annee,adresse,nb_logements,dept,conso_totale_kwh,conso_par_logement_kwh,code_iris,nom_commune,lat,lon,score,ban_id,classe_dpe_modale,nb_dpe,surface_med,pct_elec_chauffage,conso_5_usages_par_m2_med,conso_reelle_par_m2,conso_estimee_med,ecart_estime_vs_reel,ecart_pct
2023,66 RUE BARRAULT,29,75.0,87833.0,3028.7241379310344,751135114,Paris,48.825449,2.346492,0.9798836363636362,75113_0679_00066,D,1,30.0,100.0,132.0,100.95747126436781,3960.0,931.2758620689656,30.7
2019,6 RUE ALPHAND,10,75.0,25195.0,2519.5,751135121,Paris,48.827943,2.349158,0.9749363636363636,75113_0227_00006,F,1,21.1,100.0,242.0,119.40758293838861,5106.200000000001,2586.7000000000007,102.7
2023,10 RUE BAYEN,13,75.0,54550.0,4196.153846153846,751176510,Paris,48.879312,2.29516,0.9782845454545456,75117_0749_00010,E,1,59.2,100.0,134.0,70.88097713097712,7932.8,3736.6461538461544,89.0
2022,11 RUE CAVALLOTTI,14,75.0,32519.0,2322.785714285714,751186904,Paris,48.886301,2.328081,0.9723836363636364,75118_1621_00011,F,1,94.2,100.0,209.0,24.658022444646647,19687.8,17365.014285714286,747.6
2023,23 RUE BEAUNIER,19,75.0,43680.0,2298.9473684210525,751145502,Paris,48.824201,2.329404,0.9768536363636362,75114_0787_00023,D,1,22.7,100.0,137.0,101.27521446788778,3109.9,810.9526315789476,35.3
2023,13 RUE BECCARIA,42,75.0,143749.0,3422.595238095238,751124809,Paris,48.84738,2.378919,0.9730972727272724,75112_0803_00013,G,1,52.1,100.0,241.0,65.69280687322913,12556.1,9133.504761904762,266.9
2019,21 RUE ANDRE ANTOINE,18,75.0,51255.0,2847.5,751186901,Paris,48.883801,2.337593,0.9756581818181816,75118_0315_00021,F,1,21.1,100.0,245.1,134.95260663507108,5171.610000000001,2324.1100000000006,81.6
2022,58 RUE CHAMPIONNET,19,75.0,60463.0,3182.2631578947367,751187026,Paris,48.89579,2.347267,0.9840809090909092,75118_1723_00058,G,1,17.6,100.0,348.0,180.81040669856458,6124.8,2942.5368421052635,92.5
2022,39 RUE CHAMPIONNET,18,75.0,59443.0,3302.3888888888887,751187020,Paris,48.895482,2.348785,0.9840809090909092,75118_1723_00039,E,1,28.1,100.0,175.0,117.52273625939105,4917.5,1615.1111111111113,48.9
2023,19 RUE BENARD,21,75.0,50205.0,2390.714285714286,751145613,Paris,48.831369,2.322829,0.9760945454545452,75114_0858_00019,F,1,26.2,100.0,235.0,91.24863685932388,6157.0,3766.285714285714,157.5
2023,15 RUE BENARD,19,75.0,38007.0,2000.368421052632,751145613,Paris,48.831269,2.323093,0.9760945454545452,75114_0858_00015,F,1,30.7,100.0,227.0,65.15858049031374,6968.9,4968.531578947368,248.4
2019,4 RUE ANTOINE ROUCHER,32,75.0,113131.0,3535.34375,751166117,Paris,48.84704,2.271639,0.971941818181818,75116_0386_00004,G,1,50.6,100.0,291.0,69.86845355731225,14724.6,11189.25625,316.5
2019,7 RUE ANTOINE VOLLON,14,75.0,33174.0,2369.5714285714284,751124807,Paris,48.850581,2.376774,0.9679390909090908,75112_0390_00007,E,1,64.1,0.0,299.0,36.96679295743258,19165.899999999998,16796.32857142857,708.8
2023,160 BOULEVARD BERTHIER,15,75.0,14947.0,996.4666666666668,751176614,Paris,48.886735,2.295984,0.981808181818182,75117_0913_00160,E,1,54.0,0.0,253.0,18.453086419753088,13662.0,12665.533333333333,1271.0
2019,68 RUE ARCHEREAU,175,75.0,282059.0,1611.7657142857142,751197315,Paris,48.892898,2.376168,0.9791445454545452,75119_0415_00068,E,1,70.9,0.0,265.0,22.73294378400161,18788.5,17176.734285714287,1065.7
2019,11 RUE ARMAND CARREL,21,75.0,41957.0,1997.952380952381,751197613,Paris,48.8825,2.380039,0.9791445454545452,75119_0451_00011,E,1,30.3,0.0,248.0,65.93902247367593,7514.400000000001,5516.44761904762,276.1
2023,3 RUE BEZOUT,14,75.0,46744.0,3338.8571428571427,751145510,Paris,48.828936,2.332865,0.975660909090909,75114_0944_00003,E,1,42.4,100.0,143.0,78.7466307277628,6063.2,2724.342857142857,81.6
2023,23 RUE BICHAT,31,75.0,119209.0,3845.451612903226,751103901,Paris,48.870955,2.368302,0.9753836363636362,75110_0952_00023,E,1,29.1,100.0,181.0,132.14610353619332,5267.1,1421.6483870967745,37.0
2019,8 RUE AUGUSTE BARBIER,18,75.0,54881.0,3048.9444444444443,751114115,Paris,48.868674,2.371443,0.97056,75111_0537_00008,G,1,17.2,100.0,406.0,177.2642118863049,6983.2,3934.2555555555555,129.0
2023,8 RUE BOCHART DE SARON,12,75.0,30807.0,2567.25,751093608,Paris,48.880622,2.342858,0.9671236363636364,75109_1046_00008,E,1,11.6,100.0,234.0,221.3146551724138,2714.4,147.1500000000001,5.7
2022,17 RUE CHRISTIANI,29,75.0,100037.0,3449.551724137931,751187001,Paris,48.886139,2.34797,0.9734972727272728,75118_2027_00017,E,1,16.3,100.0,173.5,211.62894013116141,2828.05,-621.501724137931,-18.0
2022,9 RUE CIVIALE,28,75.0,61107.0,2182.3928571428573,751104001,Paris,48.872602,2.375348,0.969361818181818,75110_2059_00009,F,1,39.6,100.0,219.0,55.11093073593074,8672.4,6490.007142857143,297.4
2019,23 BOULEVARD BARBES,15,75.0,55540.0,3702.6666666666665,751187001,Paris,48.886222,2.349322,0.9797490909090908,75118_0662_00023,F,1,42.6,0.0,389.0,86.91705790297338,16571.4,12868.733333333335,347.6
2023,16 B AVENUE BOSQUET,17,75.0,88036.0,5178.588235294118,751072808,Paris,48.859254,2.303013,0.8297647846889952,75107_1119_00016_b,E,1,192.9,100.0,135.0,26.845973225993355,26041.5,20862.91176470588,402.9
2019,66 RUE BARRAULT,35,75.0,160177.0,4576.4857142857145,751135114,Paris,48.825449,2.346492,0.9798836363636362,75113_0679_00066,D,1,30.0,100.0,132.0,152.5495238095238,3960.0,-616.4857142857145,-13.5
2019,10 RUE BAYEN,15,75.0,55205.0,3680.3333333333335,751176510,Paris,48.879312,2.29516,0.9782845454545456,75117_0749_00010,E,1,59.2,100.0,134.0,62.167792792792795,7932.8,4252.466666666667,115.5
2023,16 RUE BOUSSINGAULT,13,75.0,25108.0,1931.3846153846157,751135114,Paris,48.82349,2.345385,0.9778027272727272,75113_1221_00016,E,1,,0.0,298.5,,,,
2019,23 RUE BEAUNIER,23,75.0,82571.0,3590.043478260869,751145502,Paris,48.824201,2.329404,0.9768536363636362,75114_0787_00023,D,1,22.7,100.0,137.0,158.15169507757133,3109.9,-480.14347826086896,-13.4
2022,2 PLACE CONSTANTIN PECQUEUR,30,75.0,42410.0,1413.6666666666667,751186911,Paris,48.889026,2.338305,0.9686972727272726,75118_2291_00002,F,1,32.4,100.0,197.0,43.63168724279836,6382.799999999999,4969.133333333332,351.5
2019,13 RUE BECCARIA,45,75.0,184283.0,4095.177777777778,751124809,Paris,48.84738,2.378919,0.9730972727272724,75112_0803_00013,G,1,52.1,100.0,241.0,78.60226060993816,12556.1,8460.922222222223,206.6
2023,50 RUE BROCA,33,75.0,112406.0,3406.242424242424,751051901,Paris,48.837616,2.34719,0.9712881818181816,75105_1313_00050,F,1,7.3,100.0,385.0,466.6085512660855,2810.5,-595.742424242424,-17.5
2019,19 RUE BENARD,23,75.0,68236.0,2966.782608695652,751145613,Paris,48.831369,2.322829,0.9760945454545452,75114_0858_00019,F,1,26.2,100.0,235.0,113.23597743113176,6157.0,3190.217391304348,107.5
2019,15 RUE BENARD,20,75.0,56654.0,2832.7,751145613,Paris,48.831269,2.323093,0.9760945454545452,75114_0858_00015,F,1,30.7,100.0,227.0,92.27035830618892,6968.9,4136.2,146.0
2023,193 BOULEVARD BRUNE,26,75.0,40267.0,1548.7307692307693,751145504,Paris,48.823653,2.324505,0.9807145454545454,75114_1333_00193,E,1,97.9,0.0,248.0,15.819517561090594,24279.2,22730.46923076923,1467.7
2019,160 BOULEVARD BERTHIER,15,75.0,21584.0,1438.9333333333334,751176614,Paris,48.886735,2.295984,0.981808181818182,75117_0913_00160,E,1,54.0,0.0,253.0,26.646913580246913,13662.0,12223.066666666666,849.5
2023,11 RUE CAMILLE CRESPIN DU GAST,15,75.0,37072.0,2471.4666666666667,751114201,Paris,48.865854,2.381937,0.9720081818181818,75111_2434_00011,G,1,27.1,100.0,263.0,91.1980319803198,7127.3,4655.833333333334,188.4
2019,3 RUE BEZOUT,17,75.0,60724.0,3572.0,751145510,Paris,48.828936,2.332865,0.975660909090909,75114_0944_00003,E,1,42.4,100.0,143.0,84.24528301886792,6063.2,2491.2,69.7
2019,23 RUE BICHAT,31,75.0,145029.0,4678.354838709677,751103901,Paris,48.870955,2.368302,0.9753836363636362,75110_0952_00023,E,1,29.1,100.0,181.0,160.76820751579646,5267.1,588.7451612903233,12.6
2023,7 RUE CAMPAGNE PREMIERE,41,75.0,99636.0,2430.1463414634145,751145309,Paris,48.840072,2.333121,0.974531818181818,75114_1471_00007,D,1,53.5,0.0,203.0,45.4232961021199,10860.5,8430.353658536585,346.9
2023,180 RUE CARDINET,47,75.0,131011.0,2787.468085106383,751176806,Paris,48.890653,2.317723,0.9832781818181818,75117_1550_00180,E,1,31.2,100.0,174.8,89.34192580469177,5453.76,2666.291914893617,95.7
2022,29 QUAI D ANJOU,15,75.0,102636.0,6842.4,751041601,Paris,48.852189,2.357673,0.9646990909090908,75104_0350_00029,E,1,,100.0,164.7,,,,
2019,8 RUE BOCHART DE SARON,15,75.0,38243.0,2549.5333333333333,751093608,Paris,48.880622,2.342858,0.9671236363636364,75109_1046_00008,E,1,11.6,100.0,234.0,219.7873563218391,2714.4,164.8666666666668,6.5
2022,134 RUE D ASSAS,55,75.0,71235.0,1295.1818181818182,751062301,Paris,48.841215,2.335799,0.9744027272727273,75106_0499_00134,D,1,29.0,0.0,245.5,44.661442006269596,7119.5,5824.318181818182,449.7
2023,11 RUE CAVALLOTTI,14,75.0,32695.0,2335.3571428571427,751186904,Paris,48.886301,2.328081,0.9723836363636364,75118_1621_00011,F,1,94.2,100.0,209.0,24.791477100394296,19687.8,17352.442857142858,743.0
2022,36 RUE D AUBERVILLIERS,37,75.0,101004.0,2729.837837837838,751197307,Paris,48.88608,2.366439,0.9825354545454544,75119_0517_00036,E,1,29.9,100.0,166.0,91.29892434240261,4963.4,2233.5621621621617,81.8
2019,16 B AVENUE BOSQUET,19,75.0,125501.0,6605.315789473684,751072808,Paris,48.859254,2.303013,0.8297647846889952,75107_1119_00016_b,E,1,192.9,100.0,135.0,34.24217620255927,26041.5,19436.184210526317,294.3
2023,58 RUE CHAMPIONNET,19,75.0,56085.0,2951.842105263158,751187026,Paris,48.89579,2.347267,0.9840809090909092,75118_1723_00058,G,1,17.6,100.0,348.0,167.7183014354067,6124.8,3172.9578947368423,107.5
2023,39 RUE CHAMPIONNET,18,75.0,65570.0,3642.777777777778,751187020,Paris,48.895482,2.348785,0.9840809090909092,75118_1723_00039,E,1,28.1,100.0,175.0,129.636219849743,4917.5,1274.7222222222222,35.0
2019,16 RUE BOUSSINGAULT,14,75.0,29084.0,2077.428571428572,751135114,Paris,48.82349,2.345385,0.9778027272727272,75113_1221_00016,E,1,,0.0,298.5,,,,
2022,99 RUE DAMREMONT,17,75.0,76824.0,4519.058823529412,751186921,Paris,48.894753,2.337044,0.9820509090909092,75118_2534_00099,F,1,96.0,0.0,370.0,47.0735294117647,35520.0,31000.941176470587,686.0
2019,50 RUE BROCA,34,75.0,97773.0,2875.676470588235,751051901,Paris,48.837616,2.34719,0.9712881818181816,75105_1313_00050,F,1,7.3,100.0,385.0,393.928283642224,2810.5,-65.17647058823513,-2.3
2019,193 BOULEVARD BRUNE,26,75.0,51617.0,1985.2692307692307,751145504,Paris,48.823653,2.324505,0.9807145454545454,75114_1333_00193,E,1,97.9,0.0,248.0,20.278541683036064,24279.2,22293.93076923077,1123.0
2022,69 B RUE DAMREMONT,23,75.0,86737.0,3771.1739130434794,751186917,Paris,48.8925,2.335445,0.8305357575757575,75118_2534_00069_b,D,2,18.950000000000003,100.0,176.5,199.00653894688543,3344.6750000000006,-426.49891304347875,-11.3
2023,17 RUE CHRISTIANI,31,75.0,93151.0,3004.870967741936,751187001,Paris,48.886139,2.34797,0.9734972727272728,75118_2027_00017,E,1,16.3,100.0,173.5,184.3479121314071,2828.05,-176.82096774193587,-5.9
2023,9 RUE CIVIALE,28,75.0,62925.0,2247.3214285714284,751104001,Paris,48.872602,2.375348,0.969361818181818,75110_2059_00009,F,1,39.6,100.0,219.0,56.75054112554112,8672.4,6425.078571428571,285.9
2022,86 AVENUE DAUMESNIL,31,75.0,59277.0,1912.1612903225807,751124705,Paris,48.843601,2.382628,0.9844736363636364,75112_2584_00086,C,1,109.7,0.0,153.0,17.430823065839387,16784.100000000002,14871.93870967742,777.8
2022,209 AVENUE DAUMESNIL,28,75.0,105785.0,3778.035714285714,751124608,Paris,48.838742,2.398495,0.9844736363636364,75112_2584_00209,G,1,43.2,0.0,388.0,87.45453042328042,16761.600000000002,12983.564285714288,343.7
2019,7 RUE CAMPAGNE PREMIERE,42,75.0,120529.0,2869.7380952380954,751145309,Paris,48.840072,2.333121,0.974531818181818,75114_1471_00007,D,1,53.5,0.0,203.0,53.639964396973745,10860.5,7990.761904761905,278.4
2022,16 RUE DAVAL,40,75.0,99742.0,2493.55,751114312,Paris,48.854695,2.370867,0.9699536363636362,75111_2599_00016,F,1,16.7,100.0,255.0,149.31437125748505,4258.5,1764.9499999999998,70.8
2020,62 RUE ALBERT,42,75.0,148631.0,3538.833333333333,751135012,Paris,48.826271,2.371537,0.9795963636363636,75113_0114_00062,D,1,42.6,0.0,211.0,83.07120500782472,8988.6,5449.766666666667,154.0
2019,180 RUE CARDINET,48,75.0,150723.0,3140.0625,751176806,Paris,48.890653,2.317723,0.9832781818181818,75117_1550_00180,E,1,31.2,100.0,174.8,100.64302884615385,5453.76,2313.6975,73.7
2022,6 RUE DAVY,10,75.0,39683.0,3968.3,751176804,Paris,48.890843,2.325986,0.9768145454545452,75117_2610_00006,D,1,36.9,0.0,173.6,107.54200542005421,6405.839999999999,2437.539999999999,61.4
2023,2 PLACE CONSTANTIN PECQUEUR,30,75.0,38353.0,1278.4333333333334,751186911,Paris,48.889026,2.338305,0.9686972727272726,75118_2291_00002,F,1,32.4,100.0,197.0,39.45781893004116,6382.799999999999,5104.366666666666,399.3
2022,13 RUE DE BASSANO,47,75.0,143770.0,3058.936170212766,751166402,Paris,48.868909,2.297066,0.9738636363636364,75116_0703_00013,G,1,8.7,100.0,409.0,351.6018586451455,3558.2999999999997,499.36382978723395,16.3
2020,6 RUE ALPHAND,10,75.0,24956.0,2495.6,751135121,Paris,48.827943,2.349158,0.9749363636363636,75113_0227_00006,F,1,21.1,100.0,242.0,118.27488151658767,5106.200000000001,2610.600000000001,104.6
2019,11 RUE CAVALLOTTI,18,75.0,44560.0,2475.555555555556,751186904,Paris,48.886301,2.328081,0.9723836363636364,75118_1621_00011,F,1,94.2,100.0,209.0,26.27978296768106,19687.8,17212.244444444445,695.3
2022,1 BOULEVARD DE BELLEVILLE,51,75.0,181609.0,3560.960784313725,751114101,Paris,48.867306,2.382504,0.9749472727272726,75111_0832_00001,E,1,37.9,100.0,160.0,93.95674892648351,6064.0,2503.039215686275,70.3
2022,204 RUE DE BELLEVILLE,46,75.0,223825.0,4865.760869565217,751207714,Paris,48.875156,2.394919,0.9821263636363636,75120_0833_00204,D,1,23.4,100.0,128.2,207.93849869936827,2999.8799999999997,-1865.8808695652174,-38.3
2022,149 RUE DE BELLEVILLE,25,75.0,90615.0,3624.6,751197506,Paris,48.875507,2.390318,0.9824036363636364,75119_0833_00149,D,1,74.6,0.0,184.0,48.58713136729223,13726.4,10101.8,278.7
2020,21 RUE ANDRE ANTOINE,17,75.0,55565.0,3268.529411764706,751186901,Paris,48.883801,2.337593,0.9756581818181816,75118_0315_00021,F,1,21.1,100.0,245.1,154.90660719264008,5171.610000000001,1903.0805882352947,58.2
2022,47 RUE DE BERRI,23,75.0,71556.0,3111.1304347826085,751083006,Paris,48.874586,2.307885,0.9699263636363636,75108_0904_00047,D,1,89.4,0.0,190.0,34.8001167201634,16986.0,13874.869565217392,446.0
2019,58 RUE CHAMPIONNET,17,75.0,46818.0,2754.0,751187026,Paris,48.89579,2.347267,0.9840809090909092,75118_1723_00058,G,1,17.6,100.0,348.0,156.47727272727272,6124.8,3370.8,122.4
2019,39 RUE CHAMPIONNET,19,75.0,69343.0,3649.631578947368,751187020,Paris,48.895482,2.348785,0.9840809090909092,75118_1723_00039,E,1,28.1,100.0,175.0,129.88012736467502,4917.5,1267.8684210526321,34.7
2020,4 RUE ANTOINE ROUCHER,32,75.0,152202.0,4756.3125,751166117,Paris,48.84704,2.271639,0.971941818181818,75116_0386_00004,G,1,50.6,100.0,291.0,93.99827075098814,14724.6,9968.2875,209.6
2020,7 RUE ANTOINE VOLLON,14,75.0,38654.0,2761.0,751124807,Paris,48.850581,2.376774,0.9679390909090908,75112_0390_00007,E,1,64.1,0.0,299.0,43.07332293291732,19165.899999999998,16404.899999999998,594.2
2020,68 RUE ARCHEREAU,171,75.0,299923.0,1753.93567251462,751197315,Paris,48.892898,2.376168,0.9791445454545452,75119_0415_00068,E,1,70.9,0.0,265.0,24.73816181261805,18788.5,17034.56432748538,971.2
2021,62 RUE ALBERT,42,75.0,146870.0,3496.904761904762,751135012,Paris,48.826271,2.371537,0.9795963636363636,75113_0114_00062,D,1,42.6,0.0,211.0,82.08696624189582,8988.6,5491.695238095239,157.0
2020,11 RUE ARMAND CARREL,21,75.0,52924.0,2520.190476190476,751197613,Paris,48.8825,2.380039,0.9791445454545452,75119_0451_00011,E,1,30.3,0.0,248.0,83.17460317460318,7514.400000000001,4994.209523809524,198.2
2020,8 RUE AUGUSTE BARBIER,18,75.0,48513.0,2695.1666666666665,751114115,Paris,48.868674,2.371443,0.97056,75111_0537_00008,G,1,17.2,100.0,406.0,156.6957364341085,6983.2,4288.033333333333,159.1
2023,29 QUAI D ANJOU,15,75.0,92446.0,6163.066666666667,751041601,Paris,48.852189,2.357673,0.9646990909090908,75104_0350_00029,E,1,,100.0,164.7,,,,
2022,309 RUE DE CHARENTON,39,75.0,102159.0,2619.4615384615386,751124604,Paris,48.833912,2.394725,0.98488,75112_1794_00309,F,1,35.1,100.0,225.0,74.62853385930309,7897.5,5278.038461538461,201.5
2021,6 RUE ALPHAND,10,75.0,27734.0,2773.4,751135121,Paris,48.827943,2.349158,0.9749363636363636,75113_0227_00006,F,1,21.1,100.0,242.0,131.44075829383885,5106.200000000001,2332.8000000000006,84.1
2023,134 RUE D ASSAS,55,75.0,62866.0,1143.0181818181818,751062301,Paris,48.841215,2.335799,0.9744027272727273,75106_0499_00134,D,1,29.0,0.0,245.5,39.414420062695925,7119.5,5976.481818181818,522.9
2023,36 RUE D AUBERVILLIERS,37,75.0,92051.0,2487.864864864865,751197307,Paris,48.88608,2.366439,0.9825354545454544,75119_0517_00036,E,1,29.9,100.0,166.0,83.20618277140017,4963.4,2475.5351351351346,99.5
2019,17 RUE CHRISTIANI,32,75.0,100414.0,3137.9375,751187001,Paris,48.886139,2.34797,0.9734972727272728,75118_2027_00017,E,1,16.3,100.0,173.5,192.51150306748465,2828.05,-309.8874999999998,-9.9
2022,31 BOULEVARD DE CHARONNE,16,75.0,39189.0,2449.3125,751114401,Paris,48.850961,2.398246,0.978151818181818,75111_1887_00031,G,1,21.3,100.0,376.0,114.99119718309859,8008.8,5559.4875,227.0
2019,9 RUE CIVIALE,30,75.0,70860.0,2362.0,751104001,Paris,48.872602,2.375348,0.969361818181818,75110_2059_00009,F,1,39.6,100.0,219.0,59.64646464646464,8672.4,6310.4,267.2
2020,76 BOULEVARD BARBES,56,75.0,27217.0,486.0178571428572,751187017,Paris,48.889399,2.349813,0.9797490909090908,75118_0662_00076,C,1,73.8,0.0,70.0,6.5856078203639195,5166.0,4679.982142857143,962.9
2020,23 BOULEVARD BARBES,15,75.0,49926.0,3328.4,751187001,Paris,48.886222,2.349322,0.9797490909090908,75118_0662_00023,F,1,42.6,0.0,389.0,78.13145539906104,16571.4,13243.000000000002,397.9
2021,21 RUE ANDRE ANTOINE,18,75.0,56028.0,3112.6666666666665,751186901,Paris,48.883801,2.337593,0.9756581818181816,75118_0315_00021,F,1,21.1,100.0,245.1,147.51974723538703,5171.610000000001,2058.943333333334,66.1
2022,156 RUE DE CHARONNE,31,75.0,86253.0,2782.3548387096776,751114411,Paris,48.855576,2.390613,0.9820409090909092,75111_1888_00156,F,1,27.1,100.0,199.6,102.66992024758957,5409.16,2626.8051612903223,94.4
2020,66 RUE BARRAULT,35,75.0,158538.0,4529.657142857143,751135114,Paris,48.825449,2.346492,0.9798836363636362,75113_0679_00066,D,1,30.0,100.0,132.0,150.98857142857145,3960.0,-569.6571428571433,-12.6
2022,180 AVENUE DE CHOISY,36,75.0,58156.0,1615.4444444444443,751135028,Paris,48.829997,2.357215,0.9829645454545454,75113_2015_00180,E,1,49.6,0.0,276.0,32.56944444444444,13689.6,12074.155555555557,747.4
2021,4 RUE ANTOINE ROUCHER,35,75.0,127217.0,3634.7714285714287,751166117,Paris,48.84704,2.271639,0.971941818181818,75116_0386_00004,G,1,50.6,100.0,291.0,71.8334274421231,14724.6,11089.828571428572,305.1
2021,7 RUE ANTOINE VOLLON,14,75.0,39864.0,2847.428571428572,751124807,Paris,48.850581,2.376774,0.9679390909090908,75112_0390_00007,E,1,64.1,0.0,299.0,44.42166258078896,19165.899999999998,16318.471428571425,573.1
2021,68 RUE ARCHEREAU,171,75.0,286946.0,1678.046783625731,751197315,Paris,48.892898,2.376168,0.9791445454545452,75119_0415_00068,E,1,70.9,0.0,265.0,23.66779666608929,18788.5,17110.45321637427,1019.7
2020,10 RUE BAYEN,15,75.0,57618.0,3841.2,751176510,Paris,48.879312,2.29516,0.9782845454545456,75117_0749_00010,E,1,59.2,100.0,134.0,64.88513513513513,7932.8,4091.6000000000004,106.5
2019,27 ALLEE COLETTE HEILBRONNER,28,75.0,46185.0,1649.4642857142858,751176714,Paris,48.892516,2.309877,0.973230909090909,75117_2188_00027,C,1,113.0,0.0,105.0,14.597029077117574,11865.0,10215.535714285714,619.3
2021,11 RUE ARMAND CARREL,20,75.0,63249.0,3162.45,751197613,Paris,48.8825,2.380039,0.9791445454545452,75119_0451_00011,E,1,30.3,0.0,248.0,104.37128712871286,7514.400000000001,4351.950000000001,137.6
2020,23 RUE BEAUNIER,23,75.0,82382.0,3581.826086956521,751145502,Paris,48.824201,2.329404,0.9768536363636362,75114_0787_00023,D,1,22.7,100.0,137.0,157.7896954606397,3109.9,-471.926086956521,-13.2
2021,8 RUE AUGUSTE BARBIER,19,75.0,59468.0,3129.894736842105,751114115,Paris,48.868674,2.371443,0.97056,75111_0537_00008,G,1,17.2,100.0,406.0,181.9706242350061,6983.2,3853.305263157895,123.1
2019,2 PLACE CONSTANTIN PECQUEUR,31,75.0,41114.0,1326.258064516129,751186911,Paris,48.889026,2.338305,0.9686972727272726,75118_2291_00002,F,1,32.4,100.0,197.0,40.93389088012744,6382.799999999999,5056.5419354838705,381.3
2023,99 RUE DAMREMONT,17,75.0,60818.0,3577.529411764706,751186921,Paris,48.894753,2.337044,0.9820509090909092,75118_2534_00099,F,1,96.0,0.0,370.0,37.26593137254902,35520.0,31942.470588235294,892.9
2020,13 RUE BECCARIA,45,75.0,168240.0,3738.6666666666665,751124809,Paris,48.84738,2.378919,0.9730972727272724,75112_0803_00013,G,1,52.1,100.0,241.0,71.75943698016634,12556.1,8817.433333333334,235.8
2023,69 B RUE DAMREMONT,23,75.0,95094.0,4134.521739130435,751186917,Paris,48.8925,2.335445,0.8305357575757575,75118_2534_00069_b,D,2,18.950000000000003,100.0,176.5,218.18056670873005,3344.6750000000006,-789.8467391304343,-19.1
2020,19 RUE BENARD,22,75.0,58702.0,2668.2727272727275,751145613,Paris,48.831369,2.322829,0.9760945454545452,75114_0858_00019,F,1,26.2,100.0,235.0,101.84247050659266,6157.0,3488.7272727272725,130.7
2020,15 RUE BENARD,20,75.0,53000.0,2650.0,751145613,Paris,48.831269,2.323093,0.9760945454545452,75114_0858_00015,F,1,30.7,100.0,227.0,86.31921824104235,6968.9,4318.9,163.0
2019,11 RUE CRESPIN DU GAST,14,75.0,27709.0,1979.2142857142856,751114201,Paris,48.865854,2.381937,0.7212244827586206,75111_2434_00011,G,1,27.1,100.0,263.0,73.03373748023193,7127.3,5148.085714285715,260.1
2023,86 AVENUE DAUMESNIL,31,75.0,56231.0,1813.903225806452,751124705,Paris,48.843601,2.382628,0.9844736363636364,75112_2584_00086,C,1,109.7,0.0,153.0,16.53512512129856,16784.100000000002,14970.19677419355,825.3
2022,84 RUE DE CRIMEE,68,75.0,273299.0,4019.102941176471,751197515,Paris,48.882466,2.386284,0.9842463636363636,75119_2443_00084,D,1,46.4,100.0,111.0,86.61859787018257,5150.4,1131.2970588235285,28.1
2020,160 BOULEVARD BERTHIER,15,75.0,21916.0,1461.0666666666666,751176614,Paris,48.886735,2.295984,0.981808181818182,75117_0913_00160,E,1,54.0,0.0,253.0,27.05679012345679,13662.0,12200.933333333334,835.1
2021,76 BOULEVARD BARBES,61,75.0,77755.0,1274.672131147541,751187017,Paris,48.889399,2.349813,0.9797490909090908,75118_0662_00076,C,1,73.8,0.0,70.0,17.27198009685015,5166.0,3891.327868852459,305.3
2023,209 AVENUE DAUMESNIL,28,75.0,103158.0,3684.214285714286,751124608,Paris,48.838742,2.398495,0.9844736363636364,75112_2584_00209,G,1,43.2,0.0,388.0,85.28273809523809,16761.600000000002,13077.385714285716,355.0
2021,23 BOULEVARD BARBES,15,75.0,54163.0,3610.866666666667,751187001,Paris,48.886222,2.349322,0.9797490909090908,75118_0662_00023,F,1,42.6,0.0,389.0,84.76212832550861,16571.4,12960.533333333335,358.9
2021,66 RUE BARRAULT,35,75.0,160557.0,4587.342857142857,751135114,Paris,48.825449,2.346492,0.9798836363636362,75113_0679_00066,D,1,30.0,100.0,132.0,152.91142857142856,3960.0,-627.3428571428567,-13.7
2020,3 RUE BEZOUT,17,75.0,51888.0,3052.235294117647,751145510,Paris,48.828936,2.332865,0.975660909090909,75114_0944_00003,E,1,42.4,100.0,143.0,71.98668146503884,6063.2,3010.964705882353,98.6
2023,16 RUE DAVAL,41,75.0,98938.0,2413.121951219512,751114312,Paris,48.854695,2.370867,0.9699536363636362,75111_2599_00016,F,1,16.7,100.0,255.0,144.49832043230612,4258.5,1845.378048780488,76.5
2020,23 RUE BICHAT,30,75.0,125934.0,4197.8,751103901,Paris,48.870955,2.368302,0.9753836363636362,75110_0952_00023,E,1,29.1,100.0,181.0,144.25429553264604,5267.1,1069.3000000000002,25.5
2022,66 RUE DE FECAMP,11,75.0,35724.0,3247.6363636363635,751124601,Paris,48.836802,2.401812,0.9769954545454544,75112_3539_00066,E,1,97.3,100.0,131.0,33.37755769410445,12746.3,9498.663636363635,292.5
2023,6 RUE DAVY,10,75.0,34482.0,3448.2,751176804,Paris,48.890843,2.325986,0.9768145454545452,75117_2610_00006,D,1,36.9,0.0,173.6,93.44715447154472,6405.839999999999,2957.6399999999994,85.8
2021,10 RUE BAYEN,15,75.0,71075.0,4738.333333333333,751176510,Paris,48.879312,2.29516,0.9782845454545456,75117_0749_00010,E,1,59.2,100.0,134.0,80.03941441441441,7932.8,3194.466666666667,67.4
2023,13 RUE DE BASSANO,47,75.0,139140.0,2960.425531914894,751166402,Paris,48.868909,2.297066,0.9738636363636364,75116_0703_00013,G,1,8.7,100.0,409.0,340.2787967718269,3558.2999999999997,597.874468085106,20.2
