lat,lon,year,dpe_class,adresse,consumption_kwh,surface_m2,num_dpe_records
48.808005,2.240321,2024,C,4 AVENUE LOUVOIS,4530.470588235294,35.4,1
48.810358,2.3178,2020,C,170 AVENUE HENRI GINOUX,2405.3522727272725,16.3,1
48.811078,2.304359,2020,D,212 AVENUE MARX DORMOY,1733.6764705882354,64.0,1
48.899586,2.210288,2022,D,544 BOULEVARD ARNAUD BELTRAME,1522.7083333333333,46.0,1
48.899431,2.216509,2022,C,220 ALLEE DE GASCOGNE,1641.7142857142858,45.1,1
48.897872,2.220326,2022,C,61 TERRASSES DE L ARCHE,1471.686567164179,26.1,1
48.899217,2.214811,2022,A,77 TERRASSE DE L UNIVERSITE,3184.98,54.4,1
48.810358,2.3178,2021,C,170 AVENUE HENRI GINOUX,2424.752808988764,16.3,1
48.811078,2.304359,2021,D,212 AVENUE MARX DORMOY,1572.857142857143,64.0,1
48.899586,2.210288,2023,D,544 BOULEVARD ARNAUD BELTRAME,1555.7916666666667,46.0,1
48.899431,2.216509,2023,C,220 ALLEE DE GASCOGNE,1650.071428571429,45.1,1
48.897872,2.220326,2023,C,61 TERRASSES DE L ARCHE,1345.686567164179,26.1,1
48.899217,2.214811,2023,A,77 TERRASSE DE L UNIVERSITE,2958.52,54.4,1
48.899431,2.216509,2019,C,220 ALLEE DE GASCOGNE,809.4074074074074,45.1,1
48.897872,2.220326,2019,C,61 TERRASSE DE L ARCHE,1547.6268656716418,26.1,1
48.899217,2.214811,2019,A,77 TERRASSE DE L UNIVERSITE,3621.78,54.4,1
48.899586,2.210288,2020,D,544 BOULEVARD ARNAUD BELTRAME,548.5531914893617,46.0,1
48.899431,2.216509,2020,C,220 ALLEE DE GASCOGNE,1822.851851851852,45.1,1
48.897872,2.220326,2020,C,61 TERRASSE DE L ARCHE,1717.1470588235295,26.1,1
48.899217,2.214811,2020,A,77 TERRASSE DE L UNIVERSITE,3362.66,54.4,1
48.899586,2.210288,2021,D,544 BOULEVARD ARNAUD BELTRAME,1496.591836734694,46.0,1
48.899431,2.216509,2021,C,220 ALLEE DE GASCOGNE,1747.928571428571,45.1,1
48.897872,2.220326,2021,C,61 TERRASSES DE L ARCHE,1578.6811594202898,26.1,1
48.899217,2.214811,2021,A,77 TERRASSE DE L UNIVERSITE,3589.68,54.4,1
48.884272,2.259446,2022,G,6 RUE BOUTARD,2259.7555555555555,0.0,1
48.880401,2.27311,2022,D,85 AVENUE CHARLES DE GAULLE,3364.0,0.0,1
48.888362,2.260658,2022,F,16 RUE SOYER,975.1176470588236,48.0,1
48.884272,2.259446,2023,G,6 RUE BOUTARD,2277.2,0.0,1
48.880401,2.27311,2023,D,85 AVENUE CHARLES DE GAULLE,3579.428571428572,0.0,1
48.884272,2.259446,2019,G,6 RUE BOUTARD,2584.574468085106,0.0,1
48.880401,2.27311,2019,D,85 AVENUE CHARLES DE GAULLE,4479.9,0.0,1
48.888362,2.260658,2023,F,16 RUE SOYER,1108.057142857143,48.0,1
48.810358,2.3178,2024,C,170 AVENUE HENRI GINOUX,2037.505617977528,16.3,1
48.811078,2.304359,2024,D,212 AVENUE MARX DORMOY,1504.0857142857142,64.0,1
48.888362,2.260658,2019,F,16 RUE SOYER,1149.909090909091,48.0,1
48.884272,2.259446,2020,G,6 RUE BOUTARD,2513.6041666666665,0.0,1
48.880401,2.27311,2020,D,85 AVENUE CHARLES DE GAULLE,4159.8,0.0,1
48.884272,2.259446,2021,G,6 RUE BOUTARD,2445.2272727272725,0.0,1
48.880401,2.27311,2021,D,85 AVENUE CHARLES DE GAULLE,3640.045454545456,0.0,1
48.888362,2.260658,2020,F,16 RUE SOYER,1077.060606060606,48.0,1
48.888362,2.260658,2021,F,16 RUE SOYER,900.4705882352941,48.0,1
48.899586,2.210288,2024,D,544 BOULEVARD ARNAUD BELTRAME,1610.3541666666667,46.0,1
48.899431,2.216509,2024,C,220 ALLEE DE GASCOGNE,1605.5357142857142,45.1,1
48.897872,2.220326,2024,C,61 TERRASSE DE L ARCHE,1316.4411764705883,26.1,1
48.899217,2.214811,2024,A,77 TERRASSE DE L UNIVERSITE,3084.04,54.4,1
48.826271,2.371537,2022,D,62 RUE ALBERT,2991.853658536585,42.6,1
48.883801,2.337593,2022,F,21 RUE ANDRE ANTOINE,3182.777777777778,21.1,1
48.884272,2.259446,2024,G,6 RUE BOUTARD,2507.6428571428573,0.0,1
48.880401,2.27311,2024,D,85 AVENUE CHARLES DE GAULLE,3283.2727272727275,0.0,1
48.84704,2.271639,2022,G,4 RUE ANTOINE ROUCHER,3646.0,50.6,1
48.850581,2.376774,2022,E,7 RUE ANTOINE VOLLON,1650.5384615384614,64.1,1
48.892898,2.376168,2022,E,68 RUE ARCHEREAU,1589.3040935672514,70.9,1
48.8825,2.380039,2022,E,11 RUE ARMAND CARREL,2731.0,30.3,1
48.868674,2.371443,2022,G,8 RUE AUGUSTE BARBIER,2949.0,17.2,1
48.889399,2.349813,2022,C,76 BOULEVARD BARBES,1205.344262295082,73.8,1
48.886222,2.349322,2022,F,23 BOULEVARD BARBES,3270.846153846154,42.6,1
48.825449,2.346492,2022,D,66 RUE BARRAULT,3401.928571428572,30.0,1
48.879312,2.29516,2022,E,10 RUE BAYEN,4391.846153846154,59.2,1
48.888362,2.260658,2024,F,16 RUE SOYER,1019.2058823529412,48.0,1
48.824201,2.329404,2022,D,23 RUE BEAUNIER,2648.315789473684,22.7,1
48.84738,2.378919,2022,G,13 RUE BECCARIA,3601.2,52.1,1
48.831369,2.322829,2022,F,19 RUE BENARD,2202.04761904762,26.2,1
48.831269,2.323093,2022,F,15 RUE BENARD,2538.6666666666665,30.7,1
48.886735,2.295984,2022,E,160 BOULEVARD BERTHIER,1040.928571428571,54.0,1
48.828936,2.332865,2022,E,3 RUE BEZOUT,3276.5,42.4,1
48.870955,2.368302,2022,E,23 RUE BICHAT,4007.83870967742,29.1,1
48.826271,2.371537,2023,D,62 RUE ALBERT,2823.853658536585,42.6,1
48.880622,2.342858,2022,E,8 RUE BOCHART DE SARON,2697.333333333333,11.6,1
48.859254,2.303013,2022,E,16 B AVENUE BOSQUET,5142.176470588235,192.9,1
48.883801,2.337593,2023,F,21 RUE ANDRE ANTOINE,2842.0,21.1,1
48.82349,2.345385,2022,E,16 RUE BOUSSINGAULT,1917.4615384615383,0.0,1
48.84704,2.271639,2023,G,4 RUE ANTOINE ROUCHER,3915.4375,50.6,1
48.850581,2.376774,2023,E,7 RUE ANTOINE VOLLON,1527.6153846153843,64.1,1
48.892898,2.376168,2023,E,68 RUE ARCHEREAU,1455.8809523809523,70.9,1
48.8825,2.380039,2023,E,11 RUE ARMAND CARREL,2765.35,30.3,1
48.837616,2.34719,2022,F,50 RUE BROCA,3029.4411764705883,7.3,1
48.823653,2.324505,2022,E,193 BOULEVARD BRUNE,1876.6153846153843,97.9,1
48.868674,2.371443,2023,G,8 RUE AUGUSTE BARBIER,2748.4666666666667,17.2,1
48.865854,2.381937,2022,G,11 RUE CAMILLE CRESPIN DU GAST,2891.846153846154,27.1,1
48.826271,2.371537,2019,D,62 RUE ALBERT,3744.690476190476,42.6,1
48.889399,2.349813,2023,C,76 BOULEVARD BARBES,1121.2096774193549,73.8,1
48.840072,2.333121,2022,D,7 RUE CAMPAGNE PREMIERE,2487.7073170731705,53.5,1
48.886222,2.349322,2023,F,23 BOULEVARD BARBES,2741.733333333333,42.6,1
48.890653,2.317723,2022,E,180 RUE CARDINET,2927.851063829787,31.2,1
48.825449,2.346492,2023,D,66 RUE BARRAULT,3028.7241379310344,30.0,1
48.827943,2.349158,2019,F,6 RUE ALPHAND,2519.5,21.1,1
48.879312,2.29516,2023,E,10 RUE BAYEN,4196.153846153846,59.2,1
48.886301,2.328081,2022,F,11 RUE CAVALLOTTI,2322.785714285714,94.2,1
48.824201,2.329404,2023,D,23 RUE BEAUNIER,2298.9473684210525,22.7,1
48.84738,2.378919,2023,G,13 RUE BECCARIA,3422.595238095238,52.1,1
48.883801,2.337593,2019,F,21 RUE ANDRE ANTOINE,2847.5,21.1,1
48.89579,2.347267,2022,G,58 RUE CHAMPIONNET,3182.2631578947367,17.6,1
48.895482,2.348785,2022,E,39 RUE CHAMPIONNET,3302.3888888888887,28.1,1
48.831369,2.322829,2023,F,19 RUE BENARD,2390.714285714286,26.2,1
48.831269,2.323093,2023,F,15 RUE BENARD,2000.368421052632,30.7,1
48.84704,2.271639,2019,G,4 RUE ANTOINE ROUCHER,3535.34375,50.6,1
48.850581,2.376774,2019,E,7 RUE ANTOINE VOLLON,2369.5714285714284,64.1,1
48.886735,2.295984,2023,E,160 BOULEVARD BERTHIER,996.4666666666668,54.0,1
48.892898,2.376168,2019,E,68 RUE ARCHEREAU,1611.7657142857142,70.9,1
48.8825,2.380039,2019,E,11 RUE ARMAND CARREL,1997.952380952381,30.3,1
48.828936,2.332865,2023,E,3 RUE BEZOUT,3338.8571428571427,42.4,1
48.870955,2.368302,2023,E,23 RUE BICHAT,3845.451612903226,29.1,1
48.868674,2.371443,2019,G,8 RUE AUGUSTE BARBIER,3048.9444444444443,17.2,1
48.880622,2.342858,2023,E,8 RUE BOCHART DE SARON,2567.25,11.6,1
48.886139,2.34797,2022,E,17 RUE CHRISTIANI,3449.551724137931,16.3,1
48.872602,2.375348,2022,F,9 RUE CIVIALE,2182.3928571428573,39.6,1
48.886222,2.349322,2019,F,23 BOULEVARD BARBES,3702.6666666666665,42.6,1
48.859254,2.303013,2023,E,16 B AVENUE BOSQUET,5178.588235294118,192.9,1
48.825449,2.346492,2019,D,66 RUE BARRAULT,4576.4857142857145,30.0,1
48.879312,2.29516,2019,E,10 RUE BAYEN,3680.3333333333335,59.2,1
48.82349,2.345385,2023,E,16 RUE BOUSSINGAULT,1931.384615384616,0.0,1
48.824201,2.329404,2019,D,23 RUE BEAUNIER,3590.043478260869,22.7,1
48.889026,2.338305,2022,F,2 PLACE CONSTANTIN PECQUEUR,1413.6666666666667,32.4,1
48.84738,2.378919,2019,G,13 RUE BECCARIA,4095.177777777778,52.1,1
48.837616,2.34719,2023,F,50 RUE BROCA,3406.242424242424,7.3,1
48.831369,2.322829,2019,F,19 RUE BENARD,2966.782608695652,26.2,1
48.831269,2.323093,2019,F,15 RUE BENARD,2832.7,30.7,1
48.823653,2.324505,2023,E,193 BOULEVARD BRUNE,1548.7307692307693,97.9,1
48.886735,2.295984,2019,E,160 BOULEVARD BERTHIER,1438.9333333333334,54.0,1
48.865854,2.381937,2023,G,11 RUE CAMILLE CRESPIN DU GAST,2471.4666666666667,27.1,1
48.828936,2.332865,2019,E,3 RUE BEZOUT,3572.0,42.4,1
48.870955,2.368302,2019,E,23 RUE BICHAT,4678.354838709677,29.1,1
48.840072,2.333121,2023,D,7 RUE CAMPAGNE PREMIERE,2430.1463414634145,53.5,1
48.890653,2.317723,2023,E,180 RUE CARDINET,2787.468085106383,31.2,1
48.852189,2.357673,2022,E,29 QUAI D ANJOU,6842.4,0.0,1
48.880622,2.342858,2019,E,8 RUE BOCHART DE SARON,2549.5333333333333,11.6,1
48.841215,2.335799,2022,D,134 RUE D ASSAS,1295.1818181818182,29.0,1
48.886301,2.328081,2023,F,11 RUE CAVALLOTTI,2335.3571428571427,94.2,1
48.88608,2.366439,2022,E,36 RUE D AUBERVILLIERS,2729.837837837838,29.9,1
48.859254,2.303013,2019,E,16 B AVENUE BOSQUET,6605.315789473684,192.9,1
48.89579,2.347267,2023,G,58 RUE CHAMPIONNET,2951.842105263158,17.6,1
48.895482,2.348785,2023,E,39 RUE CHAMPIONNET,3642.777777777778,28.1,1
48.82349,2.345385,2019,E,16 RUE BOUSSINGAULT,2077.428571428572,0.0,1
48.894753,2.337044,2022,F,99 RUE DAMREMONT,4519.058823529412,96.0,1
48.837616,2.34719,2019,F,50 RUE BROCA,2875.676470588235,7.3,1
48.823653,2.324505,2019,E,193 BOULEVARD BRUNE,1985.2692307692307,97.9,1
48.8925,2.335445,2022,D,69 B RUE DAMREMONT,3771.17391304348,18.950000000000003,2
48.886139,2.34797,2023,E,17 RUE CHRISTIANI,3004.870967741936,16.3,1
48.872602,2.375348,2023,F,9 RUE CIVIALE,2247.3214285714284,39.6,1
48.843601,2.382628,2022,C,86 AVENUE DAUMESNIL,1912.1612903225807,109.7,1
48.838742,2.398495,2022,G,209 AVENUE DAUMESNIL,3778.035714285714,43.2,1
48.840072,2.333121,2019,D,7 RUE CAMPAGNE PREMIERE,2869.7380952380954,53.5,1
48.854695,2.370867,2022,F,16 RUE DAVAL,2493.55,16.7,1
48.826271,2.371537,2020,D,62 RUE ALBERT,3538.833333333333,42.6,1
48.890653,2.317723,2019,E,180 RUE CARDINET,3140.0625,31.2,1
48.890843,2.325986,2022,D,6 RUE DAVY,3968.3,36.9,1
48.889026,2.338305,2023,F,2 PLACE CONSTANTIN PECQUEUR,1278.4333333333334,32.4,1
48.868909,2.297066,2022,G,13 RUE DE BASSANO,3058.936170212766,8.7,1
48.827943,2.349158,2020,F,6 RUE ALPHAND,2495.6,21.1,1
48.886301,2.328081,2019,F,11 RUE CAVALLOTTI,2475.555555555556,94.2,1
48.867306,2.382504,2022,E,1 BOULEVARD DE BELLEVILLE,3560.960784313725,37.9,1
48.875156,2.394919,2022,D,204 RUE DE BELLEVILLE,4865.760869565217,23.4,1
48.875507,2.390318,2022,D,149 RUE DE BELLEVILLE,3624.6,74.6,1
48.883801,2.337593,2020,F,21 RUE ANDRE ANTOINE,3268.529411764706,21.1,1
48.874586,2.307885,2022,D,47 RUE DE BERRI,3111.1304347826085,89.4,1
48.89579,2.347267,2019,G,58 RUE CHAMPIONNET,2754.0,17.6,1
48.895482,2.348785,2019,E,39 RUE CHAMPIONNET,3649.631578947368,28.1,1
48.84704,2.271639,2020,G,4 RUE ANTOINE ROUCHER,4756.3125,50.6,1
48.850581,2.376774,2020,E,7 RUE ANTOINE VOLLON,2761.0,64.1,1
48.892898,2.376168,2020,E,68 RUE ARCHEREAU,1753.93567251462,70.9,1
48.826271,2.371537,2021,D,62 RUE ALBERT,3496.904761904762,42.6,1
48.8825,2.380039,2020,E,11 RUE ARMAND CARREL,2520.190476190476,30.3,1
48.868674,2.371443,2020,G,8 RUE AUGUSTE BARBIER,2695.1666666666665,17.2,1
48.852189,2.357673,2023,E,29 QUAI D ANJOU,6163.066666666667,0.0,1
48.833912,2.394725,2022,F,309 RUE DE CHARENTON,2619.4615384615386,35.1,1
48.827943,2.349158,2021,F,6 RUE ALPHAND,2773.4,21.1,1
48.841215,2.335799,2023,D,134 RUE D ASSAS,1143.0181818181818,29.0,1
48.88608,2.366439,2023,E,36 RUE D AUBERVILLIERS,2487.864864864865,29.9,1
48.886139,2.34797,2019,E,17 RUE CHRISTIANI,3137.9375,16.3,1
48.850961,2.398246,2022,G,31 BOULEVARD DE CHARONNE,2449.3125,21.3,1
48.872602,2.375348,2019,F,9 RUE CIVIALE,2362.0,39.6,1
48.889399,2.349813,2020,C,76 BOULEVARD BARBES,486.0178571428572,73.8,1
48.886222,2.349322,2020,F,23 BOULEVARD BARBES,3328.4,42.6,1
48.883801,2.337593,2021,F,21 RUE ANDRE ANTOINE,3112.6666666666665,21.1,1
48.855576,2.390613,2022,F,156 RUE DE CHARONNE,2782.3548387096776,27.1,1
48.825449,2.346492,2020,D,66 RUE BARRAULT,4529.657142857143,30.0,1
48.829997,2.357215,2022,E,180 AVENUE DE CHOISY,1615.4444444444443,49.6,1
48.84704,2.271639,2021,G,4 RUE ANTOINE ROUCHER,3634.7714285714287,50.6,1
48.850581,2.376774,2021,E,7 RUE ANTOINE VOLLON,2847.428571428572,64.1,1
48.892898,2.376168,2021,E,68 RUE ARCHEREAU,1678.046783625731,70.9,1
48.879312,2.29516,2020,E,10 RUE BAYEN,3841.2,59.2,1
48.892516,2.309877,2019,C,27 ALLEE COLETTE HEILBRONNER,1649.4642857142858,113.0,1
48.8825,2.380039,2021,E,11 RUE ARMAND CARREL,3162.45,30.3,1
48.824201,2.329404,2020,D,23 RUE BEAUNIER,3581.826086956521,22.7,1
48.868674,2.371443,2021,G,8 RUE AUGUSTE BARBIER,3129.894736842105,17.2,1
48.889026,2.338305,2019,F,2 PLACE CONSTANTIN PECQUEUR,1326.258064516129,32.4,1
48.894753,2.337044,2023,F,99 RUE DAMREMONT,3577.529411764706,96.0,1
48.84738,2.378919,2020,G,13 RUE BECCARIA,3738.6666666666665,52.1,1
48.8925,2.335445,2023,D,69 B RUE DAMREMONT,4134.521739130435,18.950000000000003,2
48.831369,2.322829,2020,F,19 RUE BENARD,2668.2727272727275,26.2,1
48.831269,2.323093,2020,F,15 RUE BENARD,2650.0,30.7,1
48.865854,2.381937,2019,G,11 RUE CRESPIN DU GAST,1979.2142857142856,27.1,1
48.843601,2.382628,2023,C,86 AVENUE DAUMESNIL,1813.903225806452,109.7,1
48.882466,2.386284,2022,D,84 RUE DE CRIMEE,4019.102941176471,46.4,1
48.886735,2.295984,2020,E,160 BOULEVARD BERTHIER,1461.0666666666666,54.0,1
48.889399,2.349813,2021,C,76 BOULEVARD BARBES,1274.672131147541,73.8,1
48.838742,2.398495,2023,G,209 AVENUE DAUMESNIL,3684.214285714286,43.2,1
48.886222,2.349322,2021,F,23 BOULEVARD BARBES,3610.866666666667,42.6,1
48.825449,2.346492,2021,D,66 RUE BARRAULT,4587.342857142857,30.0,1
48.828936,2.332865,2020,E,3 RUE BEZOUT,3052.235294117647,42.4,1
48.854695,2.370867,2023,F,16 RUE DAVAL,2413.121951219512,16.7,1
48.870955,2.368302,2020,E,23 RUE BICHAT,4197.8,29.1,1
48.836802,2.401812,2022,E,66 RUE DE FECAMP,3247.6363636363635,97.3,1
48.890843,2.325986,2023,D,6 RUE DAVY,3448.2,36.9,1
48.879312,2.29516,2021,E,10 RUE BAYEN,4738.333333333333,59.2,1
48.868909,2.297066,2023,G,13 RUE DE BASSANO,2960.425531914894,8.7,1
48.880622,2.342858,2020,E,8 RUE BOCHART DE SARON,2586.6,11.6,1
48.824201,2.329404,2021,D,23 RUE BEAUNIER,3644.4545454545455,22.7,1
48.852189,2.357673,2019,E,29 QUAI D ANJOU,6493.4,0.0,1
48.84738,2.378919,2021,G,13 RUE BECCARIA,4203.155555555555,52.1,1
48.848324,2.299607,2022,E,150 BOULEVARD DE GRENELLE,2731.2115384615386,28.8,1
48.867306,2.382504,2023,E,1 BOULEVARD DE BELLEVILLE,3398.8,37.9,1
48.853041,2.286923,2022,D,25 QUAI DE GRENELLE,2708.6,65.7,1
48.841215,2.335799,2019,D,134 RUE D ASSAS,1315.8275862068965,29.0,1
48.831369,2.322829,2021,F,19 RUE BENARD,2669.391304347826,26.2,1
48.831269,2.323093,2021,F,15 RUE BENARD,3129.4210526315787,30.7,1
48.875156,2.394919,2023,D,204 RUE DE BELLEVILLE,4619.021739130435,23.4,1
48.875507,2.390318,2023,D,149 RUE DE BELLEVILLE,3755.56,74.6,1
48.859254,2.303013,2020,E,16 B AVENUE BOSQUET,6367.473684210527,192.9,1
48.88608,2.366439,2019,E,36 RUE D AUBERVILLIERS,2825.275,29.9,1
48.846674,2.280452,2022,G,17 RUE DE JAVEL,1595.7245508982037,63.4,1
48.874586,2.307885,2023,D,47 RUE DE BERRI,2976.4347826086955,89.4,1
48.886735,2.295984,2021,E,160 BOULEVARD BERTHIER,1146.6,54.0,1
48.827985,2.319954,2022,C,82 RUE DE L ABBE CARTON,5404.075,67.9,1
48.838031,2.298754,2022,E,90 RUE DE L ABBE GROULT,1771.25,46.6,1
48.842589,2.293869,2022,F,18 RUE DE L ABBE GROULT,2447.8571428571427,11.6,1
48.828936,2.332865,2021,E,3 RUE BEZOUT,3120.705882352941,42.4,1
48.82349,2.345385,2020,E,16 RUE BOUSSINGAULT,2176.1428571428573,0.0,1
48.870955,2.368302,2021,E,23 RUE BICHAT,4891.064516129032,29.1,1
48.845354,2.299046,2022,E,12 RUE DE L AMIRAL ROUSSIN,2802.2763157894738,26.6,1
48.837616,2.34719,2020,F,50 RUE BROCA,2740.294117647059,7.3,1
48.880622,2.342858,2021,E,8 RUE BOCHART DE SARON,2751.333333333333,11.6,1
48.833912,2.394725,2023,F,309 RUE DE CHARENTON,2545.6585365853657,35.1,1
48.823653,2.324505,2020,E,193 BOULEVARD BRUNE,1754.7037037037037,97.9,1
48.894753,2.337044,2019,F,99 RUE DAMREMONT,4420.117647058823,96.0,1
48.850961,2.398246,2023,G,31 BOULEVARD DE CHARONNE,2407.125,21.3,1
48.8925,2.335445,2019,D,69 B RUE DAMREMONT,3512.6666666666665,18.950000000000003,2
48.839598,2.358229,2022,E,5 RUE DE L ESSAI,2969.909090909091,39.5,1
48.859254,2.303013,2021,E,16 B AVENUE BOSQUET,7040.333333333333,192.9,1
48.855576,2.390613,2023,F,156 RUE DE CHARONNE,2740.516129032258,27.1,1
48.829997,2.357215,2023,E,180 AVENUE DE CHOISY,1639.9722222222222,49.6,1
48.840072,2.333121,2020,D,7 RUE CAMPAGNE PREMIERE,2717.5853658536585,53.5,1
48.866134,2.334474,2022,E,22 AVENUE DE L OPERA,1876.2608695652173,19.2,1
48.838742,2.398495,2019,G,209 AVENUE DAUMESNIL,3681.3333333333335,43.2,1
48.833329,2.314195,2022,D,124 RUE DE L OUEST,1765.7857142857142,26.0,1
48.890653,2.317723,2020,E,180 RUE CARDINET,3003.0425531914893,31.2,1
48.843601,2.382628,2019,C,86 AVENUE DAUMESNIL,1681.8387096774193,109.7,1
48.82349,2.345385,2021,E,16 RUE BOUSSINGAULT,1985.7857142857144,0.0,1
48.854695,2.370867,2019,F,16 RUE DAVAL,2944.756097560976,16.7,1
48.861214,2.307136,2022,F,160 RUE DE L UNIVERSITE,3206.2,132.2,1
48.861213,2.308577,2022,C,150 RUE DE L UNIVERSITE,1759.0666666666666,180.4,1
48.890843,2.325986,2019,D,6 RUE DAVY,3195.7272727272725,36.9,1
48.837616,2.34719,2021,F,50 RUE BROCA,3236.696969696969,7.3,1
48.886301,2.328081,2020,F,11 RUE CAVALLOTTI,2969.611111111112,94.2,1
48.823653,2.324505,2021,E,193 BOULEVARD BRUNE,1859.1851851851848,97.9,1
48.868909,2.297066,2019,G,13 RUE DE BASSANO,3277.6222222222223,8.7,1
48.882466,2.386284,2023,D,84 RUE DE CRIMEE,3876.867647058824,46.4,1
48.867306,2.382504,2019,E,1 BOULEVARD DE BELLEVILLE,3296.2,37.9,1
48.823907,2.349486,2022,D,66 RUE DE LA COLONIE,4599.5625,27.5,1
48.824001,2.350426,2022,E,59 RUE DE LA COLONIE,1432.8305084745762,44.0,7
48.89579,2.347267,2020,G,58 RUE CHAMPIONNET,3287.823529411765,17.6,1
48.895482,2.348785,2020,E,39 RUE CHAMPIONNET,3638.666666666666,28.1,1
48.842457,2.285189,2022,D,79 RUE DE LA CONVENTION,3921.379310344827,47.1,1
48.842698,2.284658,2022,E,73 RUE DE LA CONVENTION,1382.3783783783783,40.0,13
48.875156,2.394919,2019,D,204 RUE DE BELLEVILLE,4839.063829787234,23.4,1
48.875507,2.390318,2019,D,149 RUE DE BELLEVILLE,3483.52,74.6,1
48.836215,2.300461,2022,E,221 RUE DE LA CONVENTION,2749.270833333333,50.2,1
48.840072,2.333121,2021,D,7 RUE CAMPAGNE PREMIERE,2903.619047619048,53.5,1
48.874586,2.307885,2019,D,47 RUE DE BERRI,3281.0,89.4,1
48.846262,2.299002,2022,C,36 RUE DE LA CROIX NIVERT,2015.1333333333328,64.8,8
48.836802,2.401812,2023,E,66 RUE DE FECAMP,2983.0,97.3,1
48.890653,2.317723,2021,E,180 RUE CARDINET,3395.9791666666665,31.2,1
48.853481,2.295089,2022,D,56 RUE DE LA FEDERATION,3183.4651162790697,21.4,1
48.86675,2.369689,2022,E,88 RUE DE LA FOLIE MERICOURT,2847.7833333333333,32.0,1
48.866608,2.369814,2022,E,86 RUE DE LA FOLIE MERICOURT,2980.44,51.6,1
48.866488,2.369921,2022,F,84 RUE DE LA FOLIE MERICOURT,3133.0138888888887,29.8,1
48.848324,2.299607,2023,E,150 BOULEVARD DE GRENELLE,2598.192307692308,28.8,1
48.886301,2.328081,2021,F,11 RUE CAVALLOTTI,3376.611111111112,94.2,1
48.853041,2.286923,2023,D,25 QUAI DE GRENELLE,2732.25,65.7,1
48.886139,2.34797,2020,E,17 RUE CHRISTIANI,3207.6875,16.3,1
48.868007,2.373208,2022,D,50 RUE DE LA FONTAINE AU ROI,2018.6864406779664,14.3,1
48.872602,2.375348,2020,F,9 RUE CIVIALE,2446.5925925925926,39.6,1
48.833912,2.394725,2019,F,309 RUE DE CHARENTON,2577.809523809524,35.1,1
48.893829,2.384657,2022,C,11 QUAI DE LA GIRONDE,1282.34375,55.6,1
48.846674,2.280452,2023,G,17 RUE DE JAVEL,1463.952380952381,63.4,1
48.89579,2.347267,2021,G,58 RUE CHAMPIONNET,3164.894736842105,17.6,1
48.895482,2.348785,2021,E,39 RUE CHAMPIONNET,4231.058823529412,28.1,1
48.827985,2.319954,2023,C,82 RUE DE L ABBE CARTON,5242.225,67.9,1
48.838031,2.298754,2023,E,90 RUE DE L ABBE GROULT,2098.833333333333,46.6,1
48.842589,2.293869,2023,F,18 RUE DE L ABBE GROULT,2303.071428571429,11.6,1
48.850961,2.398246,2019,G,31 BOULEVARD DE CHARONNE,2477.9444444444443,21.3,1
48.855576,2.390613,2019,F,156 RUE DE CHARONNE,3419.903225806452,27.1,1
48.892516,2.309877,2020,C,27 ALLEE COLETTE HEILBRONNER,2188.8928571428573,113.0,1
48.845354,2.299046,2023,E,12 RUE DE L AMIRAL ROUSSIN,2791.342105263158,26.6,1
48.871875,2.389897,2022,D,57 RUE DE LA MARE,3520.68,19.6,1
48.829997,2.357215,2019,E,180 AVENUE DE CHOISY,1762.1470588235295,49.6,1
48.848044,2.348449,2022,F,34 RUE DE LA MONTAGNE STE GENEVIEVE,3261.6346153846152,26.1,1
48.855033,2.306305,2022,C,38 AVENUE DE LA MOTTE PICQUET,7995.363636363636,122.0,1
48.889026,2.338305,2020,F,2 PLACE CONSTANTIN PECQUEUR,1502.451612903226,32.4,1
48.886139,2.34797,2021,E,17 RUE CHRISTIANI,3514.8064516129034,16.3,1
48.865854,2.381937,2020,G,11 RUE CRESPIN DU GAST,1707.071428571429,27.1,1
48.872602,2.375348,2021,F,9 RUE CIVIALE,2684.925925925926,39.6,1
48.839598,2.358229,2023,E,5 RUE DE L ESSAI,2997.5,39.5,1
48.840197,2.305501,2022,E,7 RUE DE LA PROCESSION,3392.809523809524,64.8,1
48.866134,2.334474,2023,E,22 AVENUE DE L OPERA,1628.9242424242425,19.2,1
48.833329,2.314195,2023,D,124 RUE DE L OUEST,1616.9642857142858,26.0,1
48.856889,2.378371,2022,C,112 RUE DE LA ROQUETTE,2205.8571428571427,15.9,1
48.861214,2.307136,2023,F,160 RUE DE L UNIVERSITE,3058.7,132.2,1
48.861213,2.308577,2023,C,150 RUE DE L UNIVERSITE,1738.1,180.4,1
48.892516,2.309877,2021,C,27 ALLEE COLETTE HEILBRONNER,2195.035714285714,113.0,1
48.882466,2.386284,2019,D,84 RUE DE CRIMEE,4706.617647058823,46.4,1
48.889026,2.338305,2021,F,2 PLACE CONSTANTIN PECQUEUR,1597.5172413793102,32.4,1
48.852189,2.357673,2020,E,29 QUAI D ANJOU,6520.0,0.0,1
48.836802,2.401812,2019,E,66 RUE DE FECAMP,3621.727272727273,97.3,1
48.841215,2.335799,2020,D,134 RUE D ASSAS,1245.6666666666667,29.0,1
48.865854,2.381937,2021,G,11 RUE CRESPIN DU GAST,2903.214285714286,27.1,1
48.88608,2.366439,2020,E,36 RUE D AUBERVILLIERS,2576.4864864864867,29.9,1
48.823907,2.349486,2023,D,66 RUE DE LA COLONIE,4284.75,27.5,1
